CustomerId,Frequency,Monetary_Sum,Monetary_Mean,Monetary_Std,Monetary_Min,Monetary_Max,Fraud_Count,First_Transaction_Date,Last_Transaction_Date,Recency,Tenure_Days,Frequency_Daily,Monetary_CV,Fraud_Rate,Monetary_Range,Avg_Txn_Value,is_high_risk_rule,is_high_risk
CustomerId_1064,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 20:24:23+00:00,2018-12-28 20:29:45+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_1068,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-22 14:29:31+00:00,2018-12-22 14:29:31+00:00,2718,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_1073,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-03 17:03:37+00:00,2018-12-03 17:03:37+00:00,2737,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1074,17,45900.0,2700.0,4252.21,-5000.0,10000.0,0,2018-12-21 10:27:54+00:00,2019-01-03 04:56:26+00:00,2707,12,1.4166666666666667,1.574892592009299,0.0,15000.0,2700.0,0,0
CustomerId_1078,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-28 21:00:06+00:00,2018-12-28 21:03:52+00:00,2712,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1079,1,20000.0,20000.0,0.0,20000.0,20000.0,0,2018-12-30 18:39:29+00:00,2018-12-30 18:39:29+00:00,2710,1,1.0,0.0,0.0,0.0,20000.0,0,0
CustomerId_1082,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 13:29:33+00:00,2018-12-28 13:33:15+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_1084,1,10000.0,10000.0,0.0,10000.0,10000.0,0,2018-12-04 16:50:22+00:00,2018-12-04 16:50:22+00:00,2736,1,1.0,0.0,0.0,0.0,10000.0,0,0
CustomerId_1085,4,2900.0,725.0,1517.4,-1000.0,2000.0,0,2018-12-17 20:07:44+00:00,2018-12-17 20:11:57+00:00,2723,1,4.0,2.0929655143545305,0.0,3000.0,725.0,0,0
CustomerId_1087,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 20:37:10+00:00,2018-12-28 20:42:07+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_1089,151,168751.5,1117.56,1700.56,-175.0,10000.0,0,2018-11-15 22:42:39+00:00,2018-12-24 06:21:19+00:00,2717,38,3.973684210526316,1.5216722131056295,0.0,10175.0,1117.5596026490066,0,0
CustomerId_1092,6,19000.0,3166.67,6047.04,-5000.0,10000.0,0,2018-12-28 11:59:08+00:00,2018-12-28 12:04:51+00:00,2713,1,6.0,1.9095895682500577,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1093,46,15870.0,345.0,1645.69,-3500.0,5000.0,0,2018-11-15 18:00:39+00:00,2019-01-01 08:30:13+00:00,2709,46,1.0,4.7701159282025625,0.0,8500.0,345.0,0,0
CustomerId_1099,3,3500.0,1166.67,763.76,500.0,2000.0,0,2018-12-27 14:27:23+00:00,2019-01-01 10:05:53+00:00,2709,4,0.75,0.6546495575829929,0.0,1500.0,1166.6666666666667,0,0
CustomerId_11,1,-10000.0,-10000.0,0.0,-10000.0,-10000.0,0,2018-11-21 16:49:10+00:00,2018-11-21 16:49:10+00:00,2749,1,1.0,0.0,0.0,0.0,-10000.0,1,1
CustomerId_1101,9,60000.0,6666.67,5873.67,1000.0,15000.0,0,2018-12-08 15:26:07+00:00,2018-12-23 07:00:57+00:00,2718,14,0.6428571428571429,0.8810500593428128,0.0,14000.0,6666.666666666667,0,0
CustomerId_1103,1,30000.0,30000.0,0.0,30000.0,30000.0,0,2018-12-27 13:43:45+00:00,2018-12-27 13:43:45+00:00,2713,1,1.0,0.0,0.0,0.0,30000.0,0,0
CustomerId_1106,1,10000.0,10000.0,0.0,10000.0,10000.0,0,2018-11-18 01:17:40+00:00,2018-11-18 01:17:40+00:00,2753,1,1.0,0.0,0.0,0.0,10000.0,0,0
CustomerId_1109,8,39800.0,4975.0,6193.72,-5000.0,10500.0,0,2018-12-28 12:26:04+00:00,2018-12-28 12:59:58+00:00,2712,1,8.0,1.2449688439708606,0.0,15500.0,4975.0,0,0
CustomerId_1111,3,-20.0,-6.67,1000.07,-1000.0,1000.0,0,2018-12-06 16:21:54+00:00,2018-12-06 16:22:36+00:00,2734,1,3.0,-149.93555471297674,0.0,2000.0,-6.666666666666667,1,1
CustomerId_1113,23,29700.0,1291.3,3184.93,-5000.0,10000.0,0,2018-12-06 17:14:15+00:00,2018-12-10 14:53:01+00:00,2730,3,7.666666666666667,2.4664524103876304,0.0,15000.0,1291.304347826087,0,0
CustomerId_1114,25,20365.0,814.6,997.14,-1000.0,1800.0,0,2018-12-07 07:36:19+00:00,2018-12-24 13:07:40+00:00,2716,17,1.4705882352941178,1.2240854392044127,0.0,2800.0,814.6,0,0
CustomerId_1117,1,4000.0,4000.0,0.0,4000.0,4000.0,0,2018-12-02 07:45:30+00:00,2018-12-02 07:45:30+00:00,2739,1,1.0,0.0,0.0,0.0,4000.0,0,0
CustomerId_1119,1,500.0,500.0,0.0,500.0,500.0,0,2019-01-03 12:07:23+00:00,2019-01-03 12:07:23+00:00,2707,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_1120,2,1960.0,980.0,1442.5,-40.0,2000.0,0,2018-12-13 03:57:15+00:00,2018-12-13 03:57:46+00:00,2728,1,2.0,1.4719387740082257,0.0,2040.0,980.0,0,0
CustomerId_1122,1,1850000.0,1850000.0,0.0,1850000.0,1850000.0,1,2018-12-11 05:54:29+00:00,2018-12-11 05:54:29+00:00,2730,1,1.0,0.0,1.0,0.0,1850000.0,0,0
CustomerId_1123,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-29 02:47:54+00:00,2018-12-29 02:47:54+00:00,2712,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1127,8,25395.0,3174.38,4361.25,-500.0,10000.0,0,2018-11-26 09:15:02+00:00,2018-12-19 16:09:20+00:00,2721,23,0.3478260869565217,1.3738903340577089,0.0,10500.0,3174.375,0,0
CustomerId_1129,2,1000.0,500.0,0.0,500.0,500.0,0,2018-11-30 15:30:14+00:00,2018-12-01 03:38:51+00:00,2740,1,2.0,0.0,0.0,0.0,500.0,0,0
CustomerId_1130,4,3960.0,990.0,1833.14,-1000.0,3000.0,0,2018-11-27 19:17:41+00:00,2018-11-27 19:22:34+00:00,2743,1,4.0,1.8516565637862057,0.0,4000.0,990.0,0,0
CustomerId_1131,5,1850.0,370.0,1154.12,-1000.0,2000.0,0,2018-12-18 02:57:41+00:00,2018-12-30 17:41:55+00:00,2710,12,0.4166666666666667,3.119243234812856,0.0,3000.0,370.0,0,0
CustomerId_1134,7,2400.0,342.86,393.89,-50.0,1000.0,0,2018-11-17 16:29:04+00:00,2018-11-25 18:08:24+00:00,2745,8,0.875,1.1488362563470913,0.0,1050.0,342.85714285714283,0,0
CustomerId_1135,10,59100.0,5910.0,12485.74,-1000.0,40000.0,0,2018-12-05 14:53:12+00:00,2018-12-27 02:36:31+00:00,2714,21,0.4761904761904761,2.1126463617406688,0.0,41000.0,5910.0,0,0
CustomerId_1137,20,80000.0,4000.0,8911.2,-5000.0,20700.0,0,2018-11-23 09:53:30+00:00,2018-12-21 13:19:46+00:00,2719,28,0.7142857142857143,2.22779999944305,0.0,25700.0,4000.0,0,0
CustomerId_1140,3,3750.0,1250.0,3269.17,-1000.0,5000.0,0,2018-12-30 21:44:02+00:00,2018-12-30 21:45:27+00:00,2710,1,3.0,2.615335997907731,0.0,6000.0,1250.0,0,0
CustomerId_1141,35,91115.0,2603.29,5065.48,-5000.0,10000.0,0,2018-11-16 10:12:49+00:00,2019-01-01 18:21:17+00:00,2708,46,0.7608695652173914,1.9457993531470563,0.0,15000.0,2603.285714285714,0,0
CustomerId_1145,3,7500.0,2500.0,2291.29,500.0,5000.0,0,2018-12-30 12:31:45+00:00,2018-12-31 12:57:59+00:00,2709,1,3.0,0.9165159996333936,0.0,4500.0,2500.0,0,0
CustomerId_1146,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-28 14:07:20+00:00,2018-12-28 14:17:58+00:00,2712,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1150,2,2000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-01 18:28:07+00:00,2018-12-01 18:45:58+00:00,2739,1,2.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1153,1,3000.0,3000.0,0.0,3000.0,3000.0,0,2018-12-17 12:31:47+00:00,2018-12-17 12:31:47+00:00,2723,1,1.0,0.0,0.0,0.0,3000.0,0,0
CustomerId_1154,2,1425.0,712.5,1113.69,-75.0,1500.0,0,2018-11-30 10:08:21+00:00,2018-11-30 10:09:30+00:00,2741,1,2.0,1.5630736820167388,0.0,1575.0,712.5,0,0
CustomerId_1156,200,1082677.0,5413.38,9841.08,-5000.0,49000.0,0,2018-11-23 06:35:56+00:00,2019-01-02 17:53:34+00:00,2707,40,5.0,1.817917825495731,0.0,54000.0,5413.385,0,0
CustomerId_1158,8,30000.0,3750.0,7094.06,-5000.0,10700.0,0,2018-11-16 14:11:50+00:00,2018-11-16 14:17:09+00:00,2754,1,8.0,1.891749332828867,0.0,15700.0,3750.0,0,0
CustomerId_1164,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-07 18:25:09+00:00,2018-12-07 18:29:11+00:00,2733,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1170,16,54103.0,3381.44,7530.38,-5000.0,25000.0,0,2018-11-15 06:03:00+00:00,2018-12-07 18:41:16+00:00,2733,22,0.7272727272727273,2.2269743061456144,0.0,30000.0,3381.4375,0,0
CustomerId_1171,6,3925.0,654.17,1373.9,-1000.0,2500.0,0,2018-12-19 10:29:15+00:00,2018-12-31 06:51:38+00:00,2710,11,0.5454545454545454,2.100218594401733,0.0,3500.0,654.1666666666666,0,0
CustomerId_1174,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-11-15 21:57:43+00:00,2018-11-15 21:57:43+00:00,2755,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1180,55,59476.0,1081.38,1122.24,-75.0,5000.0,0,2018-11-16 05:09:08+00:00,2018-12-24 16:31:00+00:00,2716,38,1.4473684210526316,1.0377850514733162,0.0,5075.0,1081.3818181818183,0,0
CustomerId_1183,10,32700.0,3270.0,5456.55,-5000.0,11000.0,0,2018-11-16 08:57:05+00:00,2018-12-06 08:24:51+00:00,2735,19,0.5263157894736842,1.6686697242603457,0.0,16000.0,3270.0,0,0
CustomerId_1184,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-01 06:34:02+00:00,2018-12-01 06:34:02+00:00,2740,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1186,4,5900.0,1475.0,2665.05,-1000.0,5000.0,0,2018-11-28 17:45:23+00:00,2018-11-28 17:52:25+00:00,2742,1,4.0,1.8068135580970757,0.0,6000.0,1475.0,0,0
CustomerId_1187,7,39000.0,5571.43,9431.46,-5000.0,20000.0,0,2018-12-21 05:25:17+00:00,2018-12-21 05:31:13+00:00,2720,1,7.0,1.6928257194844365,0.0,25000.0,5571.428571428572,0,0
CustomerId_1190,9,39000.0,4333.33,6442.05,-5000.0,10000.0,0,2018-12-21 11:57:14+00:00,2018-12-28 10:22:44+00:00,2713,6,1.5,1.486628066293906,0.0,15000.0,4333.333333333333,0,0
CustomerId_1192,10,8550.0,855.0,1555.0,-250.0,5000.0,0,2018-12-25 07:00:30+00:00,2018-12-26 19:37:04+00:00,2714,1,10.0,1.8187134481652476,0.0,5250.0,855.0,0,0
CustomerId_1193,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 11:28:44+00:00,2018-12-21 11:30:44+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_1194,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 08:41:45+00:00,2018-12-21 08:46:50+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_1195,6,19000.0,3166.67,6047.04,-5000.0,10000.0,0,2018-12-21 09:26:29+00:00,2018-12-21 11:39:05+00:00,2720,1,6.0,1.9095895682500577,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1196,6,19000.0,3166.67,6266.31,-5000.0,10000.0,0,2018-12-28 07:07:14+00:00,2018-12-28 07:45:32+00:00,2713,1,6.0,1.9788326532354708,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1197,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 09:08:13+00:00,2018-12-21 09:11:12+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_1198,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 08:27:54+00:00,2018-12-21 08:32:55+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_12,1,-10000.0,-10000.0,0.0,-10000.0,-10000.0,0,2018-11-21 16:49:06+00:00,2018-11-21 16:49:06+00:00,2749,1,1.0,0.0,0.0,0.0,-10000.0,1,1
CustomerId_1200,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-28 07:52:28+00:00,2018-12-28 07:55:45+00:00,2713,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_1201,124,341649.5,2755.24,9252.22,-5000.0,83170.0,0,2018-11-16 07:39:36+00:00,2019-01-01 18:16:21+00:00,2708,46,2.6956521739130435,3.3580450329706144,0.0,88170.0,2755.2379032258063,0,0
CustomerId_1203,32,27760.0,867.5,2342.03,-5000.0,12000.0,0,2018-11-15 08:16:24+00:00,2018-12-19 18:13:24+00:00,2721,34,0.9411764705882352,2.699746394582425,0.0,17000.0,867.5,0,0
CustomerId_1204,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-28 12:01:17+00:00,2018-12-28 12:03:48+00:00,2713,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_1208,9,19770.0,2196.67,3365.03,-100.0,10000.0,0,2018-11-17 09:52:29+00:00,2018-11-20 19:12:11+00:00,2750,3,3.0,1.5318777961496823,0.0,10100.0,2196.6666666666665,0,0
CustomerId_1210,3,25000.0,8333.33,25181.01,-12000.0,36500.0,0,2018-11-28 09:29:05+00:00,2018-11-28 10:50:59+00:00,2743,1,3.0,3.0217224083263563,0.0,48500.0,8333.333333333334,0,0
CustomerId_1211,2,200000.0,100000.0,0.0,100000.0,100000.0,0,2018-11-21 07:34:38+00:00,2018-11-21 07:36:50+00:00,2750,1,2.0,0.0,0.0,0.0,100000.0,0,0
CustomerId_1212,17,39000.0,2294.12,4928.99,-1000.0,20000.0,0,2018-12-10 19:29:13+00:00,2018-12-25 06:28:21+00:00,2716,14,1.2142857142857142,2.148531898005104,0.0,21000.0,2294.1176470588234,0,0
CustomerId_1215,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-01 16:29:00+00:00,2018-12-01 16:29:00+00:00,2739,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1217,9,29000.0,3222.22,6255.55,-5000.0,10000.0,0,2018-12-21 08:28:49+00:00,2018-12-28 06:08:29+00:00,2713,6,1.5,1.9413789244864168,0.0,15000.0,3222.222222222222,0,0
CustomerId_1218,18,23045.0,1280.28,1281.57,-155.0,3500.0,0,2018-12-24 11:33:06+00:00,2019-01-03 07:33:16+00:00,2707,9,2.0,1.0010075913073642,0.0,3655.0,1280.2777777777778,0,0
CustomerId_1223,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-07 07:58:05+00:00,2018-12-07 07:58:05+00:00,2734,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_1226,8,10700.0,1337.5,2290.47,-1000.0,6000.0,0,2018-12-23 07:45:11+00:00,2019-01-01 09:31:21+00:00,2709,9,0.8888888888888888,1.7125009332990644,0.0,7000.0,1337.5,0,0
CustomerId_1227,18,55330.0,3073.89,4250.01,-5000.0,10000.0,0,2018-11-28 05:21:00+00:00,2018-12-21 15:23:49+00:00,2719,23,0.782608695652174,1.3826161634337548,0.0,15000.0,3073.8888888888887,0,0
CustomerId_1234,12,40000.0,3333.33,7270.4,-5000.0,10700.0,0,2018-11-23 15:11:56+00:00,2018-12-21 11:53:31+00:00,2720,27,0.4444444444444444,2.181122180467844,0.0,15700.0,3333.333333333333,0,0
CustomerId_1235,6,19000.0,3166.67,6104.64,-5000.0,10000.0,0,2018-12-28 13:03:06+00:00,2018-12-28 13:06:51+00:00,2712,1,6.0,1.9277790227817304,0.0,15000.0,3166.6666666666665,0,0
CustomerId_1236,8,8765.0,1095.62,2169.19,-1000.0,5000.0,0,2018-12-31 07:52:05+00:00,2018-12-31 08:59:55+00:00,2710,1,8.0,1.979874407203342,0.0,6000.0,1095.625,0,0
CustomerId_1240,6,34000.0,5666.67,7527.73,-5000.0,15000.0,0,2018-12-28 17:15:09+00:00,2018-12-30 11:34:44+00:00,2711,1,6.0,1.3284221595172432,0.0,20000.0,5666.666666666667,0,0
CustomerId_1242,101,447014.0,4425.88,8534.47,-5000.0,31000.0,0,2018-11-16 05:28:55+00:00,2018-12-28 06:10:03+00:00,2713,42,2.4047619047619047,1.9283103016963157,0.0,36000.0,4425.881188118812,0,0
CustomerId_1244,1,5000.0,5000.0,0.0,5000.0,5000.0,0,2018-11-18 08:28:08+00:00,2018-11-18 08:28:08+00:00,2753,1,1.0,0.0,0.0,0.0,5000.0,0,0
CustomerId_1245,10,39000.0,3900.0,6951.42,-5000.0,15000.0,0,2018-12-21 20:27:41+00:00,2019-01-02 17:14:38+00:00,2707,11,0.9090909090909092,1.7824153841583552,0.0,20000.0,3900.0,0,0
CustomerId_1246,9,39000.0,4333.33,6442.05,-5000.0,10000.0,0,2018-12-07 16:33:54+00:00,2018-12-14 10:26:39+00:00,2727,6,1.5,1.486628066293906,0.0,15000.0,4333.333333333333,0,0
CustomerId_1250,216,487602.0,2257.42,4795.29,-5000.0,39000.0,0,2018-11-26 15:53:05+00:00,2018-12-31 21:26:35+00:00,2709,35,6.171428571428572,2.1242347449193173,0.0,44000.0,2257.4166666666665,0,0
CustomerId_1257,10,9815.0,981.5,1775.68,-70.0,5000.0,0,2018-12-11 18:21:03+00:00,2018-12-15 06:24:56+00:00,2726,3,3.333333333333333,1.8091492594914425,0.0,5070.0,981.5,0,0
CustomerId_1259,16,17213.5,1075.84,1617.53,-75.0,5000.0,0,2018-11-24 19:35:23+00:00,2018-12-06 16:15:53+00:00,2734,11,1.4545454545454546,1.5035042371509664,0.0,5075.0,1075.84375,0,0
CustomerId_1262,3,3960.0,1320.0,1177.79,-40.0,2000.0,0,2018-12-31 18:45:04+00:00,2018-12-31 18:48:22+00:00,2709,1,3.0,0.892265150839193,0.0,2040.0,1320.0,0,0
CustomerId_1263,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-21 15:34:27+00:00,2018-12-21 15:39:17+00:00,2719,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_1265,96,249800.0,2602.08,4756.13,-5000.0,24000.0,0,2018-11-29 06:28:07+00:00,2019-01-02 10:52:19+00:00,2708,34,2.823529411764706,1.8278185137167888,0.0,29000.0,2602.083333333333,0,0
CustomerId_1266,19,8970.0,472.11,489.76,-50.0,1195.0,0,2018-11-16 10:07:12+00:00,2018-12-31 14:08:26+00:00,2709,45,0.4222222222222222,1.0373853529105814,0.0,1245.0,472.10526315789474,0,0
CustomerId_1269,3,2000.0,666.67,3785.94,-2000.0,5000.0,0,2018-11-30 09:05:46+00:00,2018-11-30 09:08:15+00:00,2741,1,3.0,5.678881597073692,0.0,7000.0,666.6666666666666,0,0
CustomerId_1270,6,5454.0,909.0,2158.28,-1000.0,5000.0,0,2018-12-30 09:57:44+00:00,2018-12-30 11:58:02+00:00,2711,1,6.0,2.374345431931413,0.0,6000.0,909.0,0,0
CustomerId_1272,3,4500.0,1500.0,866.03,500.0,2000.0,0,2018-12-07 12:59:13+00:00,2018-12-21 13:11:48+00:00,2719,14,0.2142857142857142,0.577353332948431,0.0,1500.0,1500.0,0,0
